,handle,text,cleantext
5407,0,Just watched Jebs ad where he desperately needed mommy to help him Jeb mom cant help you with ISIS the Chinese or with Putin,watched Jebs ad desperately needed mommy help Jeb mom cant help ISIS Chinese Putin
5408,0,Ted Cruz went down big in just released Reuters poll whats going on Is it Goldman SachsCiti loans or Canada,Ted Cruz went big released Reuters poll whats going Goldman SachsCiti loans Canada
5409,0,Rush Limbaugh is great tells it as he sees itreally honorable guy! Thanks Rush! Trump2016,Rush Limbaugh great tells sees itreally honorable guy! Thanks Rush! Trump2016
5410,0,The tax scam Washington Post does among the most inaccurate stories of all Really dishonest reporting,tax scam Washington Post among inaccurate stories Really dishonest reporting
5411,0,Just received the new Fox poll Thank you America! Trump2016,received new Fox poll Thank America! Trump2016
5412,0,Wow! New National Zogby Poll just outTRUMP 45 CRUZ 13 RUBIO 8 Big numbers,Wow! New National Zogby Poll outTRUMP 45 CRUZ 13 RUBIO 8 Big numbers
5413,0,Leaving Nevada now for Iowa Things are looking good great new polls!,Leaving Nevada Iowa Things looking good great new polls!
5414,0,New National GOP Zogby Poll MakeAmericaGreatAgain Trump2016,New National GOP Zogby Poll MakeAmericaGreatAgain Trump2016
5415,0,National Black Republican Association Endorses Donald J Trump Trump2016 MakeAmericaGreatAgain,National Black Republican Association Endorses Donald J Trump Trump2016 MakeAmericaGreatAgain
5416,0,New Reuters poll! Thank you! MakeAmericaGreatAgain Trump2016,New Reuters poll! Thank you! MakeAmericaGreatAgain Trump2016
5417,0,The dying NRO National Review has totally given up the fight against Barrack Obama They have been losing for years I will beat Hillary!,dying NRO National Review totally given fight Barrack Obama losing years beat Hillary!
5418,0,Wow! This might be my highest yet! Thank you to my opposition you are totally ineffective amp have been for years!,Wow! might highest yet! Thank opposition totally ineffective amp years!
5419,0,WhiteGenocideTM realDonaldTrump Poor Jeb I couldve sworn I saw him outside Trump Tower the other day!,WhiteGenocideTM realDonaldTrump Poor Jeb couldve sworn saw outside Trump Tower day!
5420,0,Lisa_Milicaj Truth be told I never heard of The National Review until they tried to declare war on you No worries you got my vote!,Lisa_Milicaj Truth told never heard National Review tried declare war worries got vote!
5421,0,After spending 89 million JebBush is at the bottom of the barrel in polls He is ashamed to use the name Bush in ads Low energy guy!,spending 89 million JebBush bottom barrel polls ashamed use name Bush ads Low energy guy!
5422,0,The failing NRO National Review Magazine has just been informed by the Republican National Committee that they cannot participate in debate,failing NRO National Review Magazine informed Republican National Committee cannot participate debate
5423,0,MiamiNewTimes Poll Trump has more support in Florida than Rubio and Bush combined,MiamiNewTimes Poll Trump support Florida Rubio Bush combined
5424,0,CyberCiety MaryBrigidMcManamon clarified how CommonLaw is used to interpret meaning of NaturalBorn TedCruz,CyberCiety MaryBrigidMcManamon clarified CommonLaw used interpret meaning NaturalBorn TedCruz
5425,0,D MaryBrigidMcManamon Washington Post Constitutionally speaking Cruz simply isnt eligible to be president,MaryBrigidMcManamon Washington Post Constitutionally speaking Cruz simply isnt eligible president
5426,0,Highly respected Constitutional law professor Mary Brigid McManamon has just stated Ted Cruz is not eligible to be President Big problem,Highly respected Constitutional law professor Mary Brigid McManamon stated Ted Cruz eligible President Big problem
5427,0,TruBluMajority laurencetribe calls Cruz constitutional hypocrite on WBUR pbsgwen charlierose jaketapper,TruBluMajority laurencetribe calls Cruz constitutional hypocrite WBUR pbsgwen charlierose jaketapper
5428,0,TedCruz eligibility to be President not settled law says Cruz Constitutional Law Professor LaurenceTribe,TedCruz eligibility President settled law says Cruz Constitutional Law Professor LaurenceTribe
5429,0,NeilTurner_ realDonaldTrump With your help we can MakeAmericaGreatAgain! VoteTrump,NeilTurner_ realDonaldTrump help MakeAmericaGreatAgain! VoteTrump
5430,0,BornToBeGOP realDonaldTrump No sleep for the TrumpTrain!,BornToBeGOP realDonaldTrump sleep TrumpTrain!
5431,0,realOllieTaylor Isnt it time we had a president Let goofy Glen keep Canada Cruz who cant win The American people have Trump!,realOllieTaylor Isnt time president Let goofy Glen keep Canada Cruz cant win American people Trump!
5432,0,Ted Cruz complains about my views on eminent domain but without it we wouldnt have roads highways airports schools or even pipelines,Ted Cruz complains views eminent domain without wouldnt roads highways airports schools even pipelines
5433,0,The late great William F Buckley would be ashamed of what had happened to his prize the dying National Review!,late great William F Buckley would ashamed happened prize dying National Review!
5434,0,Very few people read the National Review because it only knows how to criticize but not how to lead,people read National Review knows criticize lead
5435,0,National Review is a failing publication that has lost its way Its circulation is way down w its influence being at an all time low Sad!,National Review failing publication lost way circulation way w influence time low Sad!
5436,0,Thank you Iowa! FITN IACaucus MakeAmericaGreatAgain Trump2016,Thank Iowa! FITN IACaucus MakeAmericaGreatAgain Trump2016
5437,0,Why does Greta have a fired Bushy like dummy John Sununu on spewing false info I will beat Hillary by a lot she wants no part of Trump,Greta fired Bushy like dummy John Sununu spewing false info beat Hillary lot wants part Trump
5438,0,Trump2016 MakeAmericaGreatAgain,Trump2016 MakeAmericaGreatAgain
5439,0,Thank you New Hampshire! Trump2016,Thank New Hampshire! Trump2016
5440,0,Thank you! Trump2016,Thank you! Trump2016
5441,0,Thank you Iowa! Trump2016,Thank Iowa! Trump2016
5442,0,Happy birthday to my friend the great jacknicklaus a totally special guy!,Happy birthday friend great jacknicklaus totally special guy!
5443,0,New Day on CNN treats me very badly AlisynCamerota is a disaster Not going to watch anymore,New Day CNN treats badly AlisynCamerota disaster going watch anymore
5444,0,Low energy candidate JebBush has wasted 80 million on his failed presidential campaign Millions spent on me He should go home and relax!,Low energy candidate JebBush wasted 80 million failed presidential campaign Millions spent go home relax!
5445,0,Sad sack JebBush has just done another ad on me with special interest money saying I wont beat Hillary I WILL But he cant beat me,Sad sack JebBush done another ad special interest money saying wont beat Hillary cant beat
5446,0,So sad that CNN and many others refused to show the massive crowd at the arena yesterday in Oklahoma Dishonest reporting!,sad CNN many others refused show massive crowd arena yesterday Oklahoma Dishonest reporting!
5447,0,AmericanAsPie glennbeck SarahPalinUSA Remember when Glenn gave out gifts to ILLEGAL ALIENS at crossing the border Me too!,AmericanAsPie glennbeck SarahPalinUSA Remember Glenn gave gifts ILLEGAL ALIENS crossing border too!
5448,0,bigop1 realDonaldTrump SarahPalinUSA,bigop1 realDonaldTrump SarahPalinUSA
5449,0,MakeAmericaGreatAgain Trump2016 UNIFYING THE NATION Video,MakeAmericaGreatAgain Trump2016 UNIFYING NATION Video
5450,0,NeilTurner_ Youre the only candidate we can trust other candidates are controlled by their donors! VoteTrump,NeilTurner_ Youre candidate trust candidates controlled donors! VoteTrump
5451,0,Wacko glennbeck is a sad answer to the SarahPalinUSA endorsement that Cruz so desperately wanted Glenn is a failing crying lost soul!,Wacko glennbeck sad answer SarahPalinUSA endorsement Cruz desperately wanted Glenn failing crying lost soul!
5452,0,AnnCoulter Trump destroyed Hillary amp Sanders moved in But he didnt destroy her Trump did So true!,AnnCoulter Trump destroyed Hillary amp Sanders moved didnt destroy Trump true!
5453,0,New CNNWMUR New Hampshire poll just released Thank you! FITN Trump2016,New CNNWMUR New Hampshire poll released Thank you! FITN Trump2016
5454,0,Bob Dole Warns of Cataclysmic Losses With Ted Cruz and Says Donald Trump Would Do Better via New York Times,Bob Dole Warns Cataclysmic Losses Ted Cruz Says Donald Trump Would Better via New York Times
5455,0,Thank you New Hampshire! FITN Trump2016 NHPolitics,Thank New Hampshire! FITN Trump2016 NHPolitics
5456,0,Thank you Florida! Trump2016,Thank Florida! Trump2016
5457,0,15K in OK! Had to turn away 5k but we are coming back soon to take care of them! So much love in the crowd! Thanks!,15K OK! turn away 5k coming back soon take care them! much love crowd! Thanks!
5458,0,Great rally in Iowa! Such wonderful people Traveling now with SarahPalinUSA to Tulsa massive crowd expected!,Great rally Iowa! wonderful people Traveling SarahPalinUSA Tulsa massive crowd expected!
5459,0,MakeAmericaGreatAgain Trump2016 LIFE CHANGING EXPERIENCE Video,MakeAmericaGreatAgain Trump2016 LIFE CHANGING EXPERIENCE Video
5460,0,nytimes Breaking News Sarah Palin has endorsed Donald Trump in the GOP primary appeal to Tea Party loyalists,nytimes Breaking News Sarah Palin endorsed Donald Trump GOP primary appeal Tea Party loyalists
5461,0,ron_fournier President Donald Trump just getting used to it Wow very nice!,ron_fournier President Donald Trump getting used Wow nice!
5462,0,I am greatly honored to receive Sarah Palins endorsement tonight Video,greatly honored receive Sarah Palins endorsement tonight Video
5463,0,Judge Jeanine Slams GOP Establishment,Judge Jeanine Slams GOP Establishment
5464,0,Trump2016 MakeAmericaGreatAgain ECONOMY VIDEO,Trump2016 MakeAmericaGreatAgain ECONOMY VIDEO
5465,0,Palins brand among evangelicals is as gold as the faucets in Trump tower said Ralph Reed the chairman of the Faith amp Freedom Coalition,Palins brand among evangelicals gold faucets Trump tower said Ralph Reed chairman Faith amp Freedom Coalition
5466,0,Wow the highly respected Governor of Iowa just stated that Ted Cruz must be defeated Big shoker! People do not like Ted,Wow highly respected Governor Iowa stated Ted Cruz must defeated Big shoker! People like Ted
5467,0,A true honor to receive the endorsement of John Waynes daughterread,true honor receive endorsement John Waynes daughterread
5468,0,In the just released SC poll I increased my lead by 4 points since last poll by same firm Up by 14! Cruz dropped 3,released SC poll increased lead 4 points since last poll firm 14! Cruz dropped 3
5469,0,Thank you for your strong testimony when welcoming me to Liberty University yesterday JerryJrFalwell,Thank strong testimony welcoming Liberty University yesterday JerryJrFalwell
5470,0,Thank you Georgia! I appreciate all of your support Trump2016,Thank Georgia! appreciate support Trump2016
5471,0,FreeJesseJames Just read your complete statement You are an amazing guy amp I really appreciate your words amp support I will see you soon!,FreeJesseJames read complete statement amazing guy amp really appreciate words amp support see soon!
5472,0,On my way to Iowa just received new national poll numbers Thank you! MakeAmericaGreatAgain Trump2016,way Iowa received new national poll numbers Thank you! MakeAmericaGreatAgain Trump2016
5473,0,Really disgusting that the failing New York Times allows dishonest writers to totally fabricate stories,Really disgusting failing New York Times allows dishonest writers totally fabricate stories
5474,0,Dope Frank Bruni said I called many people including Karl Rove loserstrue! I never called my friend HowardStern a loser hes a winner!,Dope Frank Bruni said called many people including Karl Rove loserstrue! never called friend HowardStern loser hes winner!
5475,0,tedcruz Conflicting Stances on Birthright Citizenship 14th Amendment Gives TeamTrump credit,tedcruz Conflicting Stances Birthright Citizenship 14th Amendment Gives TeamTrump credit
5476,0,Wow new polls just out have Trump up and Cruz down he is a nervous wreck!,Wow new polls Trump Cruz nervous wreck!
5477,0,TheBrodyFile great job on AC360 Thank you for the very smart and kind words!,TheBrodyFile great job AC360 Thank smart kind words!
5478,0,TheBrodyFile Exclusive realDonaldTrump Says He Will Protect Evangelicals Better Than tedcruz CBNNews 2016,TheBrodyFile Exclusive realDonaldTrump Says Protect Evangelicals Better tedcruz CBNNews 2016
